;index;Кредит (актив);Вклад (пассив);Дата погашения;Срок погашения, дней;Ставка, %;[ОТВЕТ] Номер группы;Пример группировки (для первых 20 сделок)
912;2048;0.0;10600000.0;15.05.2018;54;1.8388;6;
913;1729;10000000.0;0.0;15.05.2018;54;1.8388;6;
914;1728;15000000.0;0.0;15.05.2018;54;1.8388;6;
915;1134;0.0;119000000.0;15.05.2018;54;1.8388;6;
916;1131;0.0;119000000.0;15.05.2018;54;1.8388;6;
917;132;10900000.0;0.0;15.05.2018;54;1.8388;6;
918;1891;0.0;160500000.0;15.05.2018;54;1.8388;6;
919;134;0.0;6200000.0;15.05.2018;54;1.8388;6;
920;133;0.0;10000000.0;15.05.2018;54;1.8388;6;
921;1043;160000000.0;0.0;15.05.2018;54;1.8388;6;
922;1426;79000000.0;0.0;15.05.2018;54;1.8388;6;
923;1118;10000000.0;0.0;15.05.2018;54;1.8388;6;
924;1292;160000000.0;0.0;15.05.2018;54;1.8388;6;
925;206;0.0;11300000.0;15.05.2018;54;1.8388;6;
926;207;28200000.0;0.0;15.05.2018;54;1.8388;6;
927;1755;0.0;161000000.0;15.05.2018;54;1.8388;6;
928;722;7600000.0;0.0;15.05.2018;54;1.8388;6;
929;721;2500000.0;0.0;15.05.2018;54;1.8388;6;
930;1102;158000000.0;0.0;15.05.2018;54;1.8388;6;
931;1349;80000000.0;0.0;15.05.2018;54;1.8388;6;
932;163;0.0;40400000.0;15.05.2018;54;1.8388;6;
933;849;160000000.0;0.0;15.05.2018;54;1.8388;6;
934;89;158000000.0;0.0;15.05.2018;54;1.8388;6;
935;88;157000000.0;0.0;15.05.2018;54;1.8388;6;
936;96;20000000.0;0.0;15.05.2018;54;1.8388;6;
937;558;191300000.0;0.0;15.05.2018;54;1.8388;6;
938;1277;52100000.0;0.0;15.05.2018;54;1.8388;6;
939;900;0.0;158000000.0;15.05.2018;54;1.8388;6;
940;894;158000000.0;0.0;15.05.2018;54;1.8388;6;
941;1848;0.0;1100000.0;15.05.2018;54;1.8388;6;
942;1471;120300000.0;0.0;15.05.2018;54;1.8388;6;
943;983;10400000.0;0.0;15.05.2018;54;1.8388;6;
944;984;0.0;20900000.0;15.05.2018;54;1.8388;6;
945;1467;119700000.0;0.0;15.05.2018;54;1.8388;6;
946;1234;0.0;156000000.0;15.05.2018;54;1.8388;6;
947;309;0.0;53100000.0;15.05.2018;54;1.8388;6;
948;308;0.0;21200000.0;15.05.2018;54;1.8388;6;
949;1233;78000000.0;0.0;15.05.2018;54;1.8388;6;
950;1682;27500000.0;0.0;15.05.2018;54;1.8388;6;
951;954;161000000.0;0.0;15.05.2018;54;1.8388;6;
952;2153;22800000.0;0.0;16.05.2018;55;1.85;6;
953;1444;20600000.0;0.0;16.05.2018;55;1.85;6;
954;985;0.0;42000000.0;16.05.2018;55;1.85;6;
955;1330;0.0;21200000.0;16.05.2018;55;1.85;6;
956;1329;53100000.0;0.0;16.05.2018;55;1.85;6;
957;899;62000000.0;0.0;16.05.2018;55;1.85;6;
958;1331;21200000.0;0.0;16.05.2018;55;1.85;6;
959;98;10000000.0;0.0;16.05.2018;55;1.85;6;
960;97;0.0;1000000.0;16.05.2018;55;1.85;6;
961;1808;0.0;10200000.0;16.05.2018;55;1.85;6;
962;209;0.0;28300000.0;16.05.2018;55;1.85;6;
963;208;0.0;28200000.0;16.05.2018;55;1.85;6;
964;143;0.0;5000000.0;16.05.2018;55;1.85;6;
965;895;0.0;16500000.0;16.05.2018;55;1.85;6;
966;897;0.0;139500000.0;16.05.2018;55;1.85;6;
967;898;0.0;138100000.0;16.05.2018;55;1.85;6;
968;1026;21000000.0;0.0;16.05.2018;55;1.85;6;
969;1027;0.0;55000000.0;16.05.2018;55;1.85;6;
970;310;0.0;28200000.0;16.05.2018;55;1.85;6;
971;1059;5000000.0;0.0;16.05.2018;55;1.85;6;
972;817;0.0;11100000.0;16.05.2018;55;1.85;6;
973;816;11100000.0;0.0;16.05.2018;55;1.85;6;
974;1412;0.0;132500000.0;16.05.2018;55;1.85;6;
975;1411;0.0;16500000.0;16.05.2018;55;1.85;6;
976;2075;0.0;5500000.0;16.05.2018;55;1.85;6;
977;2076;87000000.0;0.0;16.05.2018;55;1.85;6;
978;1410;0.0;17900000.0;16.05.2018;55;1.85;6;
979;2015;0.0;25500000.0;16.05.2018;55;1.85;6;
980;1731;10000000.0;0.0;16.05.2018;55;1.85;6;
981;1730;7000000.0;0.0;16.05.2018;55;1.85;6;
982;765;0.0;10500000.0;16.05.2018;55;1.85;6;
983;767;10200000.0;0.0;16.05.2018;55;1.85;6;
984;1132;206000000.0;0.0;16.05.2018;55;1.85;6;
985;580;0.0;173500000.0;16.05.2018;55;1.85;6;
986;577;149100000.0;0.0;16.05.2018;55;1.85;6;
987;578;0.0;77000000.0;16.05.2018;55;1.85;6;
988;574;153500000.0;0.0;16.05.2018;55;1.85;6;
989;1621;0.0;10900000.0;16.05.2018;55;1.85;6;
990;1622;10400000.0;0.0;16.05.2018;55;1.85;6;
991;17;11100000.0;0.0;16.05.2018;55;1.85;6;2.0
992;63;25500000.0;0.0;16.05.2018;55;1.85;6;
993;64;10500000.0;0.0;16.05.2018;55;1.85;6;
994;1328;0.0;22500000.0;16.05.2018;55;1.85;6;
995;575;55000000.0;0.0;16.05.2018;55;1.85;6;
996;1373;104400000.0;0.0;16.05.2018;55;1.85;6;
997;1856;5000000.0;0.0;16.05.2018;55;1.85;6;
998;526;53200000.0;0.0;16.05.2018;55;1.85;6;
999;502;53100000.0;0.0;16.05.2018;55;1.85;6;
1000;723;0.0;42000000.0;16.05.2018;55;1.85;6;
1001;1130;0.0;55000000.0;16.05.2018;55;1.85;6;
1002;1133;150000000.0;0.0;16.05.2018;55;1.85;6;
1003;2049;0.0;5000000.0;16.05.2018;55;1.85;6;
1004;2050;15000000.0;0.0;16.05.2018;55;1.85;6;
1005;1545;10000000.0;0.0;16.05.2018;55;1.85;6;
1006;1129;0.0;8700000.0;16.05.2018;55;1.85;6;
1007;701;0.0;10500000.0;16.05.2018;55;1.85;6;
1008;470;0.0;54500000.0;16.05.2018;55;1.85;6;
1009;1546;5000000.0;0.0;16.05.2018;55;1.85;6;
1010;1547;6000000.0;0.0;16.05.2018;55;1.85;6;
1011;1673;0.0;17000000.0;16.05.2018;55;1.85;6;
1012;724;0.0;55000000.0;16.05.2018;55;1.85;6;
1013;1374;0.0;11000000.0;17.05.2018;56;1.8725;6;
1014;18;0.0;1100000.0;17.05.2018;56;1.8725;6;2.0
1015;527;21300000.0;0.0;21.05.2018;60;1.8725;6;
1016;503;0.0;18000000.0;21.05.2018;60;1.8725;6;
1017;821;21000000.0;0.0;21.05.2018;60;1.8849;6;
1018;818;0.0;32000000.0;17.05.2018;56;1.8849;6;
1019;820;11000000.0;0.0;21.05.2018;60;1.8849;6;
1020;783;10200000.0;0.0;21.05.2018;60;1.8849;6;
1021;797;12200000.0;0.0;18.05.2018;57;1.8849;6;
1022;819;11000000.0;0.0;21.05.2018;60;1.8849;6;
1023;2077;0.0;21000000.0;17.05.2018;56;1.8849;6;
1024;387;0.0;27500000.0;21.05.2018;60;1.8849;6;
1025;386;0.0;20600000.0;21.05.2018;60;1.8849;6;
1026;1031;15000000.0;0.0;21.05.2018;60;1.8849;6;
1027;1032;1000000.0;0.0;21.05.2018;60;1.8849;6;
1028;250;0.0;20500000.0;21.05.2018;60;1.8849;6;
1029;1733;10000000.0;0.0;17.05.2018;56;1.8849;6;
1030;365;102800000.0;0.0;21.05.2018;60;1.8849;6;
1031;1494;0.0;5200000.0;18.05.2018;57;1.8849;6;
1032;1060;0.0;1000000.0;17.05.2018;56;1.8849;6;
1033;1301;12000000.0;0.0;18.05.2018;57;1.8849;6;
1034;287;0.0;20700000.0;21.05.2018;60;1.8849;6;
1035;1062;10000000.0;0.0;17.05.2018;56;1.8849;6;
1036;273;0.0;41200000.0;21.05.2018;60;1.8849;6;
1037;1061;10000000.0;0.0;17.05.2018;56;1.8849;6;
1038;272;20600000.0;0.0;18.05.2018;57;1.8849;6;
1039;2106;22500000.0;0.0;18.05.2018;57;1.8849;6;
1040;1278;10000000.0;0.0;17.05.2018;56;1.8849;6;
1041;1414;10300000.0;0.0;18.05.2018;57;1.8849;6;
1042;2017;52900000.0;0.0;21.05.2018;60;1.8849;6;
1043;1732;10000000.0;0.0;17.05.2018;56;1.8849;6;
1044;229;0.0;17000000.0;21.05.2018;60;1.8849;6;
1045;240;0.0;10000000.0;18.05.2018;57;1.8849;6;
1046;2016;10000000.0;0.0;18.05.2018;57;1.8849;6;
1047;986;50000000.0;0.0;17.05.2018;56;1.8849;6;
1048;219;37000000.0;0.0;17.05.2018;56;1.8849;6;
1049;1028;0.0;21000000.0;17.05.2018;56;1.8849;6;
1050;1034;22000000.0;0.0;21.05.2018;60;1.8849;6;
1051;1033;0.0;55200000.0;21.05.2018;60;1.8849;6;
1052;115;0.0;50000000.0;17.05.2018;56;1.8849;6;
1053;1029;0.0;12600000.0;17.05.2018;56;1.8849;6;
1054;101;0.0;10000000.0;17.05.2018;56;1.8849;6;
1055;1453;10900000.0;0.0;18.05.2018;57;1.8849;6;
1056;1942;21900000.0;0.0;18.05.2018;57;1.8849;6;
1057;136;10900000.0;0.0;17.05.2018;56;1.8849;6;
1058;135;8300000.0;0.0;17.05.2018;56;1.8849;6;
1059;888;0.0;12200000.0;18.05.2018;57;1.8849;6;
1060;140;0.0;31300000.0;18.05.2018;57;1.8849;6;
1061;139;0.0;5500000.0;17.05.2018;56;1.8849;6;
1062;138;3100000.0;0.0;17.05.2018;56;1.8849;6;
1063;137;0.0;28600000.0;17.05.2018;56;1.8849;6;
1064;1937;12800000.0;0.0;18.05.2018;57;1.8849;6;
1065;1938;0.0;21000000.0;21.05.2018;60;1.8849;6;
1066;1030;0.0;50000000.0;17.05.2018;56;1.8849;6;
1067;210;52400000.0;0.0;21.05.2018;60;1.8849;6;
1068;1445;0.0;14400000.0;17.05.2018;56;1.8849;6;
1069;1473;240700000.0;0.0;21.05.2018;60;1.8849;6;
1070;19;8000000.0;0.0;17.05.2018;56;1.8849;6;2.0
1071;99;10000000.0;0.0;17.05.2018;56;1.8849;6;
1072;100;0.0;10000000.0;17.05.2018;56;1.8849;6;
1073;1456;10400000.0;0.0;17.05.2018;56;1.8849;6;
1074;987;0.0;201000000.0;21.05.2018;60;1.8849;6;
1075;988;0.0;16700000.0;21.05.2018;60;1.8849;6;
1076;1344;0.0;12500000.0;21.05.2018;60;1.8849;6;
1077;20;50000000.0;0.0;21.05.2018;60;1.8849;6;
1078;2154;10200000.0;0.0;21.05.2018;60;1.8849;6;
1079;42;0.0;76000000.0;18.05.2018;57;1.8849;6;
1080;65;20000000.0;0.0;18.05.2018;57;1.8849;6;
1081;1981;12700000.0;0.0;21.05.2018;60;1.8849;6;
1082;2055;0.0;20600000.0;21.05.2018;60;1.8849;6;
1083;1185;40000000.0;0.0;21.05.2018;60;1.8849;6;
1084;1809;6300000.0;0.0;18.05.2018;57;1.8849;6;
1085;2056;18500000.0;0.0;21.05.2018;60;1.8849;6;
1086;551;14300000.0;0.0;17.05.2018;56;1.8849;6;
1087;1623;0.0;5400000.0;17.05.2018;56;1.8849;6;
1088;1164;7500000.0;0.0;18.05.2018;57;1.8849;6;
1089;1376;104900000.0;0.0;21.05.2018;60;1.8849;6;
1090;504;0.0;31100000.0;21.05.2018;60;1.8849;6;
1091;1849;20800000.0;0.0;17.05.2018;56;1.8849;6;
1092;1650;163000000.0;0.0;21.05.2018;60;1.8849;6;
1093;622;10300000.0;0.0;21.05.2018;60;1.8849;6;
1094;1136;0.0;18600000.0;18.05.2018;57;1.8849;6;
1095;1135;10300000.0;0.0;18.05.2018;57;1.8849;6;
1096;1851;15000000.0;0.0;17.05.2018;56;1.8849;6;
1097;1850;7600000.0;0.0;17.05.2018;56;1.8849;6;
1098;1853;0.0;7700000.0;18.05.2018;57;1.8849;6;
1099;1210;71000000.0;0.0;21.05.2018;60;1.8849;6;
1100;1122;0.0;5500000.0;17.05.2018;56;1.8849;6;
1101;659;20600000.0;0.0;21.05.2018;60;1.8849;6;
1102;472;10900000.0;0.0;17.05.2018;56;1.8849;6;
1103;1953;41200000.0;0.0;18.05.2018;57;1.8849;6;
1104;422;20600000.0;0.0;21.05.2018;60;1.8849;6;
1105;1704;38300000.0;0.0;17.05.2018;56;1.8849;6;
1106;424;0.0;31000000.0;21.05.2018;60;1.8849;6;
1107;423;51500000.0;0.0;21.05.2018;60;1.8849;6;
1108;823;0.0;100000000.0;21.05.2018;60;1.8849;6;
1109;822;0.0;21000000.0;21.05.2018;60;1.8849;6;
1110;372;0.0;22000000.0;18.05.2018;57;1.8849;6;
1111;782;6100000.0;0.0;17.05.2018;56;1.8849;6;
1112;1493;0.0;7700000.0;18.05.2018;57;1.8849;6;
1113;1492;7700000.0;0.0;18.05.2018;57;1.8849;6;
1114;1375;0.0;11000000.0;21.05.2018;60;1.8849;6;
1115;1119;10400000.0;0.0;17.05.2018;56;1.8849;6;
1116;1199;0.0;59424451.0;18.05.2018;57;1.8849;6;
1117;1852;0.0;10900000.0;17.05.2018;56;1.8849;6;
1118;1120;0.0;19100000.0;17.05.2018;56;1.8849;6;
1119;1121;5000000.0;0.0;17.05.2018;56;1.8849;6;
1120;703;150800000.0;0.0;21.05.2018;60;1.8849;6;
1121;702;0.0;218900000.0;21.05.2018;60;1.8849;6;
1122;471;10200000.0;0.0;17.05.2018;56;1.8849;6;
1123;1632;67300000.0;0.0;21.05.2018;60;1.8849;6;
1124;1674;0.0;97000000.0;21.05.2018;60;1.8849;6;
1125;725;0.0;37500000.0;21.05.2018;60;1.8849;6;
1126;726;91000000.0;0.0;21.05.2018;60;1.8849;6;
1127;768;0.0;102000000.0;21.05.2018;60;1.8849;6;
1128;1548;10000000.0;0.0;17.05.2018;56;1.8849;6;
1129;704;0.0;55900000.0;21.05.2018;60;1.8849;6;
1130;2078;0.0;17400000.0;17.05.2018;56;1.8849;6;
1131;1665;0.0;26000000.0;21.05.2018;60;1.8849;6;
1132;1035;22000000.0;0.0;21.05.2018;60;1.8921;7;
1133;141;0.0;50000000.0;21.05.2018;60;1.8921;7;
1134;102;0.0;10000000.0;21.05.2018;60;1.8921;7;
1135;21;0.0;52000000.0;21.05.2018;60;1.8921;7;
1136;1454;95400000.0;0.0;21.05.2018;60;1.8921;7;
1137;103;0.0;50000000.0;21.05.2018;60;1.8921;7;
1138;104;0.0;20800000.0;21.05.2018;60;1.8921;7;
1139;105;0.0;10000000.0;21.05.2018;60;1.8921;7;
1140;1735;10000000.0;0.0;21.05.2018;60;1.8921;7;
1141;1736;0.0;50000000.0;21.05.2018;60;1.8921;7;
1142;1737;0.0;10000000.0;21.05.2018;60;1.8921;7;
1143;1939;0.0;20700000.0;21.05.2018;60;1.8921;7;
1144;824;0.0;22000000.0;21.05.2018;60;1.8921;7;
1145;1070;0.0;50000000.0;21.05.2018;60;1.8921;7;
1146;1066;0.0;10000000.0;21.05.2018;60;1.8921;7;
1147;1065;0.0;12000000.0;21.05.2018;60;1.8921;7;
1148;1069;0.0;21000000.0;21.05.2018;60;1.8921;7;
1149;1067;0.0;10000000.0;21.05.2018;60;1.8921;7;
1150;1068;0.0;10000000.0;21.05.2018;60;1.8921;7;
1151;1734;208200000.0;0.0;21.05.2018;60;1.8921;7;
1152;288;18600000.0;0.0;21.05.2018;60;1.8921;7;
1153;866;0.0;17000000.0;21.05.2018;60;1.8921;7;
1154;1063;0.0;109800000.0;21.05.2018;60;1.8921;7;
1155;1064;0.0;10000000.0;21.05.2018;60;1.8921;7;
1156;487;0.0;44000000.0;21.05.2018;60;1.8921;7;
1157;1550;0.0;15000000.0;21.05.2018;60;1.8921;7;
1158;488;0.0;4100000.0;21.05.2018;60;1.8921;7;
1159;1551;0.0;10000000.0;21.05.2018;60;1.8921;7;
1160;1854;0.0;8300000.0;21.05.2018;60;1.8921;7;
1161;1377;0.0;21000000.0;21.05.2018;60;1.8921;7;
1162;1549;0.0;10000000.0;21.05.2018;60;1.8921;7;
1163;623;10300000.0;0.0;21.05.2018;60;1.8921;7;
1164;624;0.0;6200000.0;21.05.2018;60;1.8921;7;
1165;1170;10000000.0;0.0;21.05.2018;60;1.8921;7;
1166;582;20600000.0;0.0;21.05.2018;60;1.8921;7;
1167;1918;14400000.0;0.0;21.05.2018;60;1.8921;7;
1168;1917;52000000.0;0.0;21.05.2018;60;1.8921;7;
1169;1345;0.0;14500000.0;22.05.2018;61;1.9039;7;
1170;1346;0.0;10400000.0;22.05.2018;61;1.9039;7;
1171;1347;38600000.0;0.0;22.05.2018;61;1.9039;7;
1172;1348;10400000.0;0.0;22.05.2018;61;1.9039;7;
1173;528;204500000.0;0.0;22.05.2018;61;1.9039;7;
1174;1810;4400000.0;0.0;22.05.2018;61;1.9039;7;
1175;506;0.0;28300000.0;22.05.2018;61;1.9039;7;
1176;1855;0.0;25000000.0;22.05.2018;61;1.9039;7;
1177;507;0.0;100000000.0;22.05.2018;61;1.9039;7;
1178;583;79700000.0;0.0;22.05.2018;61;1.9039;7;
1179;585;10300000.0;0.0;22.05.2018;61;1.9039;7;
1180;584;0.0;10300000.0;22.05.2018;61;1.9039;7;
1181;1378;0.0;11000000.0;22.05.2018;61;1.9039;7;
1182;1379;11000000.0;0.0;22.05.2018;61;1.9039;7;
1183;728;0.0;26200000.0;22.05.2018;61;1.9039;7;
1184;640;0.0;10900000.0;22.05.2018;61;1.9039;7;
1185;1675;0.0;60000000.0;22.05.2018;61;1.9039;7;
1186;1279;10300000.0;0.0;22.05.2018;61;1.9039;7;
1187;826;50000000.0;0.0;22.05.2018;61;1.9039;7;
1188;354;35000000.0;0.0;22.05.2018;61;1.9039;7;
1189;1037;11000000.0;0.0;22.05.2018;61;1.9039;7;
1190;1497;0.0;50000000.0;22.05.2018;61;1.9039;7;
1191;1496;47800000.0;0.0;22.05.2018;61;1.9039;7;
1192;1495;0.0;10000000.0;22.05.2018;61;1.9039;7;
1193;489;10900000.0;0.0;22.05.2018;61;1.9039;7;
1194;1415;20700000.0;0.0;22.05.2018;61;1.9039;7;
1195;1416;108500000.0;0.0;22.05.2018;61;1.9039;7;
1196;825;100000000.0;0.0;22.05.2018;61;1.9039;7;
1197;727;0.0;14600000.0;22.05.2018;61;1.9039;7;
1198;142;0.0;31200000.0;22.05.2018;61;1.9039;7;
1199;901;0.0;206700000.0;22.05.2018;61;1.9039;7;
1200;1036;0.0;18000000.0;22.05.2018;61;1.9039;7;
1201;1333;53100000.0;0.0;22.05.2018;61;1.9039;7;
1202;903;0.0;10300000.0;22.05.2018;61;1.9039;7;
1203;1455;20800000.0;0.0;22.05.2018;61;1.9039;7;
1204;902;0.0;86700000.0;22.05.2018;61;1.9039;7;
1205;1474;10400000.0;0.0;22.05.2018;61;1.9039;7;
1206;989;0.0;10400000.0;22.05.2018;61;1.9039;7;
1207;1458;0.0;2700000.0;22.05.2018;61;1.9039;7;
1208;1457;95500000.0;0.0;22.05.2018;61;1.9039;7;
1209;990;10400000.0;0.0;22.05.2018;61;1.9039;7;
1210;1332;0.0;45300000.0;22.05.2018;61;1.9039;7;
1211;1280;0.0;10300000.0;23.05.2018;62;1.9198;7;
1212;1739;0.0;20800000.0;23.05.2018;62;1.9198;7;
1213;1071;8000000.0;0.0;23.05.2018;62;1.9198;7;
1214;1475;0.0;10000000.0;23.05.2018;62;1.9198;7;
1215;107;0.0;10000000.0;23.05.2018;62;1.9198;7;
1216;108;25000000.0;0.0;23.05.2018;62;1.9198;7;
1217;1042;0.0;10400000.0;23.05.2018;62;1.9198;7;
1218;1738;10400000.0;0.0;23.05.2018;62;1.9198;7;
1219;991;20800000.0;0.0;23.05.2018;62;1.9198;7;
1220;660;28000000.0;0.0;23.05.2018;62;1.9198;7;
1221;1666;20000000.0;0.0;23.05.2018;62;1.9198;7;
1222;1553;10000000.0;0.0;23.05.2018;62;1.9198;7;
1223;1552;16600000.0;0.0;23.05.2018;62;1.9198;7;
1224;1417;0.0;23100000.0;23.05.2018;62;1.9198;7;
1225;769;101900000.0;0.0;23.05.2018;62;1.9198;7;
1226;388;10300000.0;0.0;23.05.2018;62;1.9198;7;
1227;1705;0.0;52000000.0;23.05.2018;62;1.9198;7;
1228;425;20600000.0;0.0;23.05.2018;62;1.9198;7;
1229;2018;0.0;52700000.0;23.05.2018;62;1.9198;7;
1230;1706;0.0;10300000.0;23.05.2018;62;1.9198;7;
1231;587;0.0;6200000.0;23.05.2018;62;1.9198;7;
1232;586;29900000.0;0.0;23.05.2018;62;1.9198;7;
1233;106;10000000.0;0.0;23.05.2018;62;1.9198;7;
1234;1038;50600000.0;0.0;24.05.2018;63;1.9436;7;
1235;1282;6200000.0;0.0;25.05.2018;64;1.9436;7;
1236;1281;8300000.0;0.0;25.05.2018;64;1.9436;7;
1237;798;0.0;45700000.0;25.05.2018;64;1.9436;7;
1238;730;20800000.0;0.0;25.05.2018;64;1.9436;7;
1239;731;10500000.0;0.0;25.05.2018;64;1.9436;7;
1240;732;0.0;10500000.0;29.05.2018;68;1.9436;7;
1241;729;10500000.0;0.0;24.05.2018;63;1.9436;7;
1242;1555;0.0;20800000.0;24.05.2018;63;1.9436;7;
1243;1554;31200000.0;0.0;24.05.2018;63;1.9436;7;
1244;770;0.0;20400000.0;29.05.2018;68;1.9436;7;
1245;509;0.0;250000000.0;29.05.2018;68;1.9436;7;
1246;625;0.0;20600000.0;29.05.2018;68;1.9436;7;
1247;591;4500000.0;0.0;25.05.2018;64;1.9436;7;
1248;592;0.0;8300000.0;25.05.2018;64;1.9436;7;
1249;1600;0.0;20600000.0;24.05.2018;63;1.9436;7;
1250;1601;14400000.0;0.0;29.05.2018;68;1.9436;7;
1251;553;10200000.0;0.0;29.05.2018;68;1.9436;7;
1252;570;50400000.0;0.0;25.05.2018;64;1.9436;7;
1253;1381;20900000.0;0.0;24.05.2018;63;1.9436;7;
1254;1380;47500000.0;0.0;24.05.2018;63;1.9436;7;
1255;27;25000000.0;0.0;24.05.2018;63;1.9436;7;
1256;529;250000000.0;0.0;29.05.2018;68;1.9436;7;
1257;1165;0.0;21000000.0;24.05.2018;63;1.9436;7;
1258;1153;0.0;17000000.0;25.05.2018;64;1.9436;7;
1259;1602;0.0;14400000.0;29.05.2018;68;1.9436;7;
1260;1857;20000000.0;0.0;29.05.2018;68;1.9436;7;
1261;2085;0.0;11000000.0;25.05.2018;64;1.9436;7;
1262;799;0.0;38000000.0;25.05.2018;64;1.9436;7;
1263;784;50000000.0;0.0;29.05.2018;68;1.9436;7;
1264;2086;50000000.0;0.0;29.05.2018;68;1.9436;7;
1265;1039;0.0;11000000.0;24.05.2018;63;1.9436;7;
1266;242;50000000.0;0.0;24.05.2018;63;1.9436;7;
1267;241;0.0;10000000.0;24.05.2018;63;1.9436;7;
1268;829;0.0;11000000.0;24.05.2018;63;1.9436;7;
1269;827;0.0;11000000.0;24.05.2018;63;1.9436;7;
1270;828;0.0;47500000.0;24.05.2018;63;1.9436;7;
1271;1740;0.0;10400000.0;24.05.2018;63;1.9436;7;
1272;1498;5000000.0;0.0;24.05.2018;63;1.9436;7;
1273;291;14400000.0;0.0;29.05.2018;68;1.9436;7;
1274;289;0.0;20600000.0;24.05.2018;63;1.9436;7;
1275;1419;6200000.0;0.0;25.05.2018;64;1.9436;7;
1276;290;0.0;20600000.0;29.05.2018;68;1.9436;7;
1277;590;10300000.0;0.0;25.05.2018;64;1.9436;7;
1278;1154;31000000.0;0.0;25.05.2018;64;1.9436;7;
1279;588;0.0;12400000.0;25.05.2018;64;1.9436;7;
1280;589;0.0;100000000.0;25.05.2018;64;1.9436;7;
1281;552;50000000.0;0.0;24.05.2018;63;1.9436;7;
1282;1186;0.0;23000000.0;25.05.2018;64;1.9436;7;
1283;2057;0.0;14400000.0;29.05.2018;68;1.9436;7;
1284;2058;14300000.0;0.0;29.05.2018;68;1.9436;7;
1285;26;0.0;11000000.0;24.05.2018;63;1.9436;7;
1286;25;0.0;25000000.0;24.05.2018;63;1.9436;7;
1287;1350;10500000.0;0.0;24.05.2018;63;1.9436;7;
1288;1351;0.0;8300000.0;24.05.2018;63;1.9436;7;
1289;23;50600000.0;0.0;24.05.2018;63;1.9436;7;
1290;66;0.0;20500000.0;29.05.2018;68;1.9436;7;
1291;67;0.0;20400000.0;29.05.2018;68;1.9436;7;
1292;1327;0.0;85000000.0;29.05.2018;68;1.9436;7;
1293;1982;0.0;10200000.0;25.05.2018;64;1.9436;7;
1294;24;11000000.0;0.0;24.05.2018;63;1.9436;7;
1295;1352;11000000.0;0.0;24.05.2018;63;1.9436;7;
1296;1353;303100000.0;0.0;25.05.2018;64;1.9436;7;
1297;1334;28300000.0;0.0;29.05.2018;68;1.9436;7;
1298;22;20000000.0;0.0;24.05.2018;63;1.9436;7;
1299;1940;0.0;20600000.0;25.05.2018;64;1.9436;7;
1300;995;21000000.0;0.0;25.05.2018;64;1.9436;7;
1301;904;0.0;10300000.0;25.05.2018;64;1.9436;7;
1302;1459;0.0;5000000.0;25.05.2018;64;1.9436;7;
1303;994;10400000.0;0.0;25.05.2018;64;1.9436;7;
1304;889;36700000.0;0.0;25.05.2018;64;1.9436;7;
1305;878;0.0;52000000.0;25.05.2018;64;1.9436;7;
1306;992;0.0;11000000.0;24.05.2018;63;1.9436;7;
1307;1460;0.0;5000000.0;25.05.2018;64;1.9436;7;
1308;905;6200000.0;0.0;25.05.2018;64;1.9436;7;
1309;867;0.0;41000000.0;25.05.2018;64;1.9436;7;
1310;145;0.0;5000000.0;25.05.2018;64;1.9436;7;
1311;852;0.0;25000000.0;24.05.2018;63;1.9436;7;
1312;1044;10000000.0;0.0;24.05.2018;63;1.9436;7;
1313;993;0.0;41600000.0;25.05.2018;64;1.9436;7;
1314;868;12000000.0;0.0;25.05.2018;64;1.9436;7;
1315;212;21300000.0;0.0;29.05.2018;68;1.9436;7;
1316;211;0.0;53100000.0;29.05.2018;68;1.9436;7;
1317;1418;16500000.0;0.0;25.05.2018;64;1.9436;7;
1318;109;0.0;1000.0;24.05.2018;63;1.9436;7;
1319;111;20800000.0;0.0;24.05.2018;63;1.9436;7;
1320;110;0.0;20800000.0;24.05.2018;63;1.9436;7;
1321;554;0.0;10300000.0;29.05.2018;68;1.9563;7;
1322;2059;0.0;18500000.0;29.05.2018;68;1.9563;7;
1323;1983;0.0;10300000.0;29.05.2018;68;1.9563;7;
1324;1604;10300000.0;0.0;29.05.2018;68;1.9563;7;
1325;230;0.0;11000000.0;29.05.2018;68;1.9563;7;
1326;490;10300000.0;0.0;29.05.2018;68;1.9563;7;
1327;1556;0.0;10400000.0;29.05.2018;68;1.9563;7;
1328;474;0.0;12400000.0;29.05.2018;68;1.9563;7;
1329;1941;12300000.0;0.0;29.05.2018;68;1.9563;7;
1330;1045;0.0;10400000.0;29.05.2018;68;1.9563;7;
1331;2155;0.0;10300000.0;29.05.2018;68;1.9563;7;
1332;835;0.0;122000000.0;15.05.2018;54;1.9604;7;
1333;842;162200000.0;0.0;15.05.2018;54;1.9604;7;
1334;301;0.0;81800000.0;15.05.2018;54;1.9604;7;
1335;1408;41000000.0;0.0;15.05.2018;54;1.9604;7;
1336;508;82000000.0;0.0;15.05.2018;54;1.9604;7;
1337;1400;0.0;81582000.0;15.05.2018;54;1.9604;7;
1338;938;81800000.0;0.0;15.05.2018;54;1.9604;7;
1339;948;82000000.0;0.0;15.05.2018;54;1.9604;7;
1340;953;0.0;82000000.0;15.05.2018;54;1.9604;7;
1341;936;82000000.0;0.0;15.05.2018;54;1.9604;7;
1342;1383;0.0;41000000.0;15.05.2018;54;1.9604;7;
1343;505;41000000.0;0.0;15.05.2018;54;1.9604;7;
