;index;Кредит (актив);Вклад (пассив);Дата погашения;Срок погашения, дней;Ставка, %;[ОТВЕТ] Номер группы;Пример группировки (для первых 20 сделок)
1344;214;0.0;123000000.0;15.05.2018;54;1.9604;7;
1345;1041;82000000.0;0.0;15.05.2018;54;1.9604;7;
1346;198;82000000.0;0.0;15.05.2018;54;1.9604;7;
1347;182;81500000.0;0.0;15.05.2018;54;1.9604;7;
1348;36;0.0;16000000.0;31.05.2018;70;1.9842;7;
1349;1335;0.0;25500000.0;29.05.2018;68;1.9842;7;
1350;68;0.0;8500000.0;29.05.2018;68;1.9842;7;
1351;1811;6300000.0;0.0;31.05.2018;70;1.9842;7;
1352;62;77000000.0;0.0;30.05.2018;69;1.9842;7;
1353;373;0.0;24700000.0;29.05.2018;68;1.9842;7;
1354;1382;0.0;50000000.0;29.05.2018;68;1.9842;7;
1355;56;0.0;78000000.0;30.05.2018;69;1.9842;7;
1356;2087;0.0;20800000.0;30.05.2018;69;1.9842;7;
1357;2088;0.0;10400000.0;31.05.2018;70;1.9842;7;
1358;522;0.0;124000000.0;31.05.2018;70;1.9842;7;
1359;1144;260000000.0;0.0;29.05.2018;68;1.9842;7;
1360;451;15000000.0;0.0;29.05.2018;68;1.9842;7;
1361;453;0.0;10300000.0;29.05.2018;68;1.9842;7;
1362;452;12300000.0;0.0;29.05.2018;68;1.9842;7;
1363;1649;245000000.0;0.0;31.05.2018;70;1.9842;7;
1364;525;248000000.0;0.0;31.05.2018;70;1.9842;7;
1365;523;79000000.0;0.0;30.05.2018;69;1.9842;7;
1366;1969;100000000.0;0.0;30.05.2018;69;1.9842;7;
1367;1420;207000000.0;0.0;29.05.2018;68;1.9842;7;
1368;164;0.0;11000000.0;30.05.2018;69;1.9842;7;
1369;1421;24800000.0;0.0;30.05.2018;69;1.9842;7;
1370;146;5000000.0;0.0;30.05.2018;69;1.9842;7;
1371;147;0.0;21800000.0;30.05.2018;69;1.9842;7;
1372;293;0.0;10300000.0;29.05.2018;68;1.9842;7;
1373;292;10300000.0;0.0;29.05.2018;68;1.9842;7;
1374;1860;10800000.0;0.0;31.05.2018;70;1.9842;7;
1375;530;0.0;20000000.0;29.05.2018;68;1.9842;7;
1376;1859;0.0;51600000.0;30.05.2018;69;1.9842;7;
1377;1858;15000000.0;0.0;30.05.2018;69;1.9842;7;
1378;491;0.0;30900000.0;29.05.2018;68;1.9842;7;
1379;1018;0.0;20000000.0;29.05.2018;68;1.9842;7;
1380;571;14300000.0;0.0;31.05.2018;70;1.9842;7;
1381;1603;0.0;78491509.05;31.05.2018;70;1.9842;7;
1382;1461;0.0;174800000.0;30.05.2018;69;1.9842;7;
1383;1919;0.0;14400000.0;29.05.2018;68;1.9842;7;
1384;2000;0.0;124000000.0;31.05.2018;70;1.9842;7;
1385;2004;78000000.0;0.0;30.05.2018;69;1.9842;7;
1386;1984;0.0;20500000.0;31.05.2018;70;1.9842;7;
1387;231;0.0;20000000.0;29.05.2018;68;1.9842;7;
1388;1741;0.0;16600000.0;29.05.2018;68;1.9842;7;
1389;2123;116000000.0;0.0;30.05.2018;69;1.9842;7;
1390;271;59000000.0;0.0;29.05.2018;68;1.9842;7;
1391;593;0.0;8300000.0;29.05.2018;68;1.9842;7;
1392;890;0.0;14300000.0;31.05.2018;70;1.9842;7;
1393;884;77000000.0;0.0;31.05.2018;70;1.9842;7;
1394;641;14400000.0;0.0;29.05.2018;68;1.9842;7;
1395;2019;0.0;77000000.0;30.05.2018;69;1.9842;7;
1396;542;0.0;77000000.0;30.05.2018;69;1.9842;7;
1397;541;77000000.0;0.0;30.05.2018;69;1.9842;7;
1398;1007;31000000.0;0.0;29.05.2018;68;1.9842;7;
1399;579;183900000.0;0.0;29.05.2018;68;1.9842;7;
1400;1990;0.0;47000000.0;31.05.2018;70;1.9842;7;
1401;2060;10300000.0;0.0;29.05.2018;68;1.9842;7;
1402;2061;0.0;10300000.0;29.05.2018;68;1.9842;7;
1403;555;0.0;16400000.0;31.05.2018;70;1.9842;7;
1404;771;20400000.0;0.0;29.05.2018;68;1.9842;7;
1405;1500;151200000.0;0.0;30.05.2018;69;1.9842;7;
1406;830;20900000.0;0.0;30.05.2018;69;1.9842;7;
1407;1499;0.0;28600000.0;30.05.2018;69;1.9842;7;
1408;733;11000000.0;0.0;30.05.2018;69;1.9842;7;
1409;1502;41600000.0;0.0;30.05.2018;69;1.9842;7;
1410;1501;41600000.0;0.0;30.05.2018;69;1.9842;7;
1411;754;0.0;117000000.0;30.05.2018;69;1.9842;7;
1412;112;0.0;20700000.0;29.05.2018;68;1.9842;7;
1413;766;0.0;77000000.0;30.05.2018;69;1.9842;7;
1414;755;78100000.0;0.0;30.05.2018;69;1.9842;7;
1415;1283;0.0;109000000.0;29.05.2018;68;1.9842;7;
1416;1503;119600000.0;0.0;01.06.2018;71;2.0063;7;
1417;213;21300000.0;0.0;01.06.2018;71;2.0063;7;
1418;166;10000000.0;0.0;01.06.2018;71;2.0063;7;
1419;2020;0.0;15800000.0;01.06.2018;71;2.0063;7;
1420;892;0.0;30600000.0;01.06.2018;71;2.0063;7;
1421;1863;0.0;41800000.0;01.06.2018;71;2.0063;7;
1422;595;109000000.0;0.0;01.06.2018;71;2.0063;7;
1423;1606;10300000.0;0.0;01.06.2018;71;2.0063;7;
1424;543;30600000.0;0.0;01.06.2018;71;2.0063;7;
1425;1046;16600000.0;0.0;01.06.2018;71;2.0063;7;
1426;906;0.0;206000000.0;01.06.2018;71;2.0063;7;
1427;1463;0.0;41800000.0;01.06.2018;71;2.0063;7;
1428;1861;75000000.0;0.0;01.06.2018;71;2.0063;7;
1429;1605;10300000.0;0.0;01.06.2018;71;2.0063;7;
1430;1462;0.0;34100000.0;01.06.2018;71;2.0063;7;
1431;454;4600000.0;0.0;01.06.2018;71;2.0063;7;
1432;1557;10400000.0;0.0;01.06.2018;71;2.0063;7;
1433;594;8300000.0;0.0;01.06.2018;71;2.0063;7;
1434;1865;0.0;54300000.0;01.06.2018;71;2.0063;7;
1435;1864;0.0;66700000.0;01.06.2018;71;2.0063;7;
1436;149;0.0;34100000.0;01.06.2018;71;2.0063;7;
1437;150;1000000.0;0.0;01.06.2018;71;2.0063;7;
1438;165;18000000.0;0.0;01.06.2018;71;2.0063;7;
1439;1422;0.0;31000000.0;01.06.2018;71;2.0063;7;
1440;294;10300000.0;0.0;01.06.2018;71;2.0063;7;
1441;2107;0.0;20600000.0;01.06.2018;71;2.0063;7;
1442;1862;75000000.0;0.0;01.06.2018;71;2.0063;7;
1443;1797;20400000.0;0.0;01.06.2018;71;2.0063;7;
1444;734;0.0;10000000.0;01.06.2018;71;2.0063;7;
1445;832;11000000.0;0.0;01.06.2018;71;2.0063;7;
1446;801;10800000.0;0.0;01.06.2018;71;2.0063;7;
1447;831;12000000.0;0.0;01.06.2018;71;2.0063;7;
1448;1384;22000000.0;0.0;01.06.2018;71;2.0063;7;
1449;510;21300000.0;0.0;01.06.2018;71;2.0063;7;
1450;113;12500000.0;0.0;01.06.2018;71;2.0063;7;
1451;1812;0.0;14300000.0;01.06.2018;71;2.0063;7;
1452;1354;0.0;10400000.0;01.06.2018;71;2.0063;7;
1453;28;0.0;41800000.0;01.06.2018;71;2.0063;7;
1454;772;0.0;10500000.0;01.06.2018;71;2.0063;7;
1455;1284;10300000.0;0.0;01.06.2018;71;2.0063;7;
1456;366;31000000.0;0.0;04.06.2018;74;2.0172;7;
1457;2091;0.0;100000000.0;04.06.2018;74;2.0172;7;
1458;531;0.0;21300000.0;04.06.2018;74;2.0172;7;
1459;532;0.0;56700000.0;04.06.2018;74;2.0172;7;
1460;1047;0.0;10000000.0;04.06.2018;74;2.0172;7;
1461;1048;16600000.0;0.0;04.06.2018;74;2.0172;7;
1462;148;21000000.0;0.0;04.06.2018;74;2.0172;7;
1463;1423;18600000.0;0.0;04.06.2018;74;2.0172;7;
1464;296;0.0;10300000.0;04.06.2018;74;2.0172;7;
1465;295;0.0;20600000.0;04.06.2018;74;2.0172;7;
1466;1943;0.0;31000000.0;04.06.2018;74;2.0172;7;
1467;389;20600000.0;0.0;04.06.2018;74;2.0172;7;
1468;1336;106500000.0;0.0;04.06.2018;74;2.0172;7;
1469;1337;100000000.0;0.0;04.06.2018;74;2.0172;7;
1470;1211;0.0;20000000.0;04.06.2018;74;2.0172;7;
1471;455;10300000.0;0.0;04.06.2018;74;2.0172;7;
1472;426;0.0;20600000.0;04.06.2018;74;2.0172;7;
1473;2089;0.0;11000000.0;04.06.2018;74;2.0172;7;
1474;2079;0.0;10300000.0;04.06.2018;74;2.0172;7;
1475;1707;0.0;27000000.0;04.06.2018;74;2.0172;7;
1476;194;0.0;30000000.0;04.06.2018;74;2.0172;7;
1477;215;0.0;250000000.0;04.06.2018;74;2.0172;7;
1478;192;0.0;41250000.0;04.06.2018;74;2.0172;7;
1479;1742;31300000.0;0.0;04.06.2018;74;2.0172;7;
1480;1558;0.0;10000000.0;04.06.2018;74;2.0172;7;
1481;1560;20800000.0;0.0;04.06.2018;74;2.0172;7;
1482;661;51500000.0;0.0;04.06.2018;74;2.0172;7;
1483;251;0.0;20000000.0;04.06.2018;74;2.0172;7;
1484;907;10300000.0;0.0;04.06.2018;74;2.0172;7;
1485;596;12400000.0;0.0;04.06.2018;74;2.0172;7;
1486;260;34800000.0;0.0;04.06.2018;74;2.0172;7;
1487;2062;12300000.0;0.0;04.06.2018;74;2.0172;7;
1488;1607;0.0;14400000.0;04.06.2018;74;2.0172;7;
1489;572;10200000.0;0.0;04.06.2018;74;2.0172;7;
1490;1609;0.0;10300000.0;04.06.2018;74;2.0172;7;
1491;1608;14400000.0;0.0;04.06.2018;74;2.0172;7;
1492;996;0.0;10400000.0;04.06.2018;74;2.0172;7;
1493;1446;0.0;10300000.0;04.06.2018;74;2.0172;7;
1494;997;47600000.0;0.0;04.06.2018;74;2.0172;7;
1495;2064;0.0;16500000.0;04.06.2018;74;2.0172;7;
1496;2063;10300000.0;0.0;04.06.2018;74;2.0172;7;
1497;2090;0.0;25000000.0;04.06.2018;74;2.0172;7;
1498;735;0.0;100000000.0;04.06.2018;74;2.0172;7;
1499;736;0.0;20800000.0;04.06.2018;74;2.0172;7;
1500;785;20500000.0;0.0;04.06.2018;74;2.0172;7;
1501;802;0.0;10200000.0;04.06.2018;74;2.0172;7;
1502;737;0.0;10000000.0;04.06.2018;74;2.0172;7;
1503;1355;0.0;100000000.0;04.06.2018;74;2.0172;7;
1504;2156;0.0;20500000.0;04.06.2018;74;2.0172;7;
1505;114;0.0;16600000.0;04.06.2018;74;2.0172;7;
1506;1338;150000000.0;0.0;04.06.2018;74;2.0172;7;
1507;43;20600000.0;0.0;04.06.2018;74;2.0246;7;
1508;10;0.0;11300000.0;05.06.2018;75;2.0246;7;1.0
1509;2161;10400000.0;0.0;04.06.2018;74;2.0246;7;
1510;1339;0.0;21300000.0;05.06.2018;75;2.0246;7;
1511;29;18900000.0;0.0;04.06.2018;74;2.0246;7;
1512;117;0.0;21870000.0;04.06.2018;74;2.0246;7;
1513;118;10000000.0;0.0;04.06.2018;74;2.0246;7;
1514;30;0.0;5900000.0;04.06.2018;74;2.0246;7;
1515;119;10400000.0;0.0;04.06.2018;74;2.0246;7;
1516;116;20800000.0;0.0;04.06.2018;74;2.0246;7;
1517;1749;6100000.0;0.0;04.06.2018;74;2.0246;7;
1518;1748;0.0;107067637.1;04.06.2018;74;2.0246;7;
1519;1744;0.0;116900000.0;04.06.2018;74;2.0246;7;
1520;1745;0.0;10400000.0;04.06.2018;74;2.0246;7;
1521;1746;0.0;164000000.0;04.06.2018;74;2.0246;7;
1522;1285;0.0;207000000.0;05.06.2018;75;2.0246;7;
1523;1747;20130000.0;0.0;04.06.2018;74;2.0246;7;
1524;662;8100000.0;0.0;04.06.2018;74;2.0246;7;
1525;1563;60543482.51;0.0;04.06.2018;74;2.0246;7;
1526;1562;151000000.0;0.0;04.06.2018;74;2.0246;7;
1527;1561;20000000.0;0.0;04.06.2018;74;2.0246;7;
1528;1559;31300000.0;0.0;04.06.2018;74;2.0246;7;
1529;643;25000000.0;0.0;04.06.2018;74;2.0246;7;
1530;642;21000000.0;0.0;04.06.2018;74;2.0246;7;
1531;2021;15800000.0;0.0;04.06.2018;74;2.0246;7;
1532;836;0.0;11000000.0;05.06.2018;75;2.0246;7;
1533;834;35600000.0;0.0;04.06.2018;74;2.0246;7;
1534;167;50000000.0;0.0;04.06.2018;74;2.0246;7;
1535;1743;10000000.0;0.0;04.06.2018;74;2.0246;7;
1536;833;11000000.0;0.0;04.06.2018;74;2.0246;7;
1537;664;15500000.0;0.0;04.06.2018;74;2.0246;7;
1538;663;0.0;10300000.0;04.06.2018;74;2.0246;7;
1539;1921;10300000.0;0.0;04.06.2018;74;2.0246;7;
1540;1920;21900000.0;0.0;04.06.2018;74;2.0246;7;
1541;1610;200000000.0;0.0;04.06.2018;74;2.0246;7;
1542;356;0.0;16000000.0;05.06.2018;75;2.0246;7;
1543;297;10300000.0;0.0;04.06.2018;74;2.0246;7;
1544;355;54000000.0;0.0;05.06.2018;75;2.0246;7;
1545;909;109000000.0;0.0;05.06.2018;75;2.0246;7;
1546;908;8300000.0;0.0;05.06.2018;75;2.0246;7;
1547;1896;10900000.0;0.0;04.06.2018;74;2.0246;7;
1548;1897;5400000.0;0.0;05.06.2018;75;2.0246;7;
1549;626;10300000.0;0.0;04.06.2018;74;2.0246;7;
1550;855;20000000.0;0.0;05.06.2018;75;2.0246;7;
1551;627;0.0;100000000.0;04.06.2018;74;2.0246;7;
1552;274;16400000.0;0.0;04.06.2018;74;2.0246;7;
1553;999;10000000.0;0.0;05.06.2018;75;2.0246;7;
1554;998;0.0;100000000.0;05.06.2018;75;2.0246;7;
1555;1213;20000000.0;0.0;04.06.2018;74;2.0246;7;
1556;391;0.0;10900000.0;04.06.2018;74;2.0246;7;
1557;390;19100000.0;0.0;04.06.2018;74;2.0246;7;
1558;533;49700000.0;0.0;05.06.2018;75;2.0246;7;
1559;457;0.0;20500000.0;04.06.2018;74;2.0246;7;
1560;458;12300000.0;0.0;04.06.2018;74;2.0246;7;
1561;511;0.0;55200000.0;05.06.2018;75;2.0246;7;
1562;1972;20400000.0;0.0;04.06.2018;74;2.0246;7;
1563;1051;48079957.31;0.0;04.06.2018;74;2.0246;7;
1564;1073;0.0;38000000.0;05.06.2018;75;2.0246;7;
1565;1074;0.0;27500000.0;05.06.2018;75;2.0246;7;
1566;1050;0.0;24200000.0;04.06.2018;74;2.0246;7;
1567;1049;150900000.0;0.0;04.06.2018;74;2.0246;7;
1568;1424;50000000.0;0.0;05.06.2018;75;2.0246;7;
1569;1624;0.0;10300000.0;04.06.2018;74;2.0246;7;
1570;2065;0.0;5400000.0;04.06.2018;74;2.0246;7;
1571;1143;0.0;34000000.0;04.06.2018;74;2.0246;7;
1572;1156;0.0;5000000.0;04.06.2018;74;2.0246;7;
1573;1157;20000000.0;0.0;04.06.2018;74;2.0246;7;
1574;1387;5000000.0;0.0;04.06.2018;74;2.0246;7;
1575;2080;10300000.0;0.0;04.06.2018;74;2.0246;7;
1576;1200;10000000.0;0.0;04.06.2018;74;2.0246;7;
1577;392;0.0;103000000.0;04.06.2018;74;2.0246;7;
1578;1212;44000000.0;0.0;04.06.2018;74;2.0246;7;
1579;427;10800000.0;0.0;04.06.2018;74;2.0246;7;
1580;428;54500000.0;0.0;04.06.2018;74;2.0246;7;
1581;429;0.0;20700000.0;05.06.2018;75;2.0246;7;
1582;1677;0.0;34000000.0;05.06.2018;75;2.0246;7;
1583;2092;0.0;100000000.0;05.06.2018;75;2.0246;7;
1584;2093;0.0;10000000.0;05.06.2018;75;2.0246;7;
1585;1676;20000000.0;0.0;05.06.2018;75;2.0246;7;
1586;456;0.0;21000000.0;04.06.2018;74;2.0246;7;
1587;1356;10000000.0;0.0;05.06.2018;75;2.0246;7;
1588;0;0.0;33000000.0;04.06.2018;74;2.0246;7;1.0
1589;1385;0.0;100000000.0;04.06.2018;74;2.0246;7;
1590;1386;0.0;30000000.0;04.06.2018;74;2.0246;7;
1591;1944;22000000.0;0.0;05.06.2018;75;2.0246;7;
1592;1798;0.0;30600000.0;04.06.2018;74;2.0246;7;
1593;2163;10400000.0;0.0;06.06.2018;76;2.0252;7;
1594;1390;0.0;67000000.0;06.06.2018;76;2.0252;7;
1595;1824;0.0;10200000.0;06.06.2018;76;2.0252;7;
1596;120;20900000.0;0.0;06.06.2018;76;2.0252;7;
1597;1388;11000000.0;0.0;06.06.2018;76;2.0252;7;
1598;1389;0.0;55400000.0;06.06.2018;76;2.0252;7;
1599;1175;22000000.0;0.0;06.06.2018;76;2.0252;7;
1600;1825;10200000.0;0.0;06.06.2018;76;2.0252;7;
1601;33;60900000.0;0.0;06.06.2018;76;2.0252;7;
1602;2162;0.0;20800000.0;06.06.2018;76;2.0252;7;
1603;1750;10400000.0;0.0;06.06.2018;76;2.0252;7;
1604;910;0.0;8300000.0;06.06.2018;76;2.0252;7;
1605;1565;10400000.0;0.0;06.06.2018;76;2.0252;7;
1606;893;4200000.0;0.0;06.06.2018;76;2.0252;7;
1607;556;0.0;106100000.0;06.06.2018;76;2.0252;7;
1608;1000;0.0;40000000.0;06.06.2018;76;2.0252;7;
1609;1001;50000000.0;0.0;06.06.2018;76;2.0252;7;
1610;357;0.0;25500000.0;06.06.2018;76;2.0252;7;
1611;597;0.0;16600000.0;06.06.2018;76;2.0252;7;
1612;598;0.0;16600000.0;06.06.2018;76;2.0252;7;
1613;1814;8500000.0;0.0;06.06.2018;76;2.0252;7;
1614;837;76700000.0;0.0;06.06.2018;76;2.0252;7;
1615;573;0.0;14300000.0;06.06.2018;76;2.0252;7;
1616;1898;10300000.0;0.0;06.06.2018;76;2.0252;7;
1617;804;0.0;10200000.0;06.06.2018;76;2.0252;7;
1618;32;0.0;55400000.0;06.06.2018;76;2.0252;7;
1619;853;20000000.0;0.0;06.06.2018;76;2.0252;7;
1620;1564;0.0;10000000.0;06.06.2018;76;2.0252;7;
1621;168;60900000.0;0.0;06.06.2018;76;2.0252;7;
1622;1813;14300000.0;0.0;06.06.2018;76;2.0252;7;
1623;31;14700000.0;0.0;06.06.2018;76;2.0252;7;
1624;665;0.0;10300000.0;06.06.2018;76;2.0252;7;
1625;838;0.0;67800000.0;06.06.2018;76;2.0252;7;
1626;786;171900000.0;0.0;06.06.2018;76;2.0252;7;
1627;1286;0.0;20700000.0;06.06.2018;76;2.0252;7;
1628;1287;20700000.0;0.0;06.06.2018;76;2.0252;7;
1629;803;14300000.0;0.0;06.06.2018;76;2.0252;7;
1630;311;0.0;52000000.0;07.06.2018;77;2.0349;7;
1631;1447;10300000.0;0.0;07.06.2018;77;2.0349;7;
1632;1985;0.0;50000000.0;07.06.2018;77;2.0349;7;
1633;169;24400000.0;0.0;07.06.2018;77;2.0349;7;
1634;1448;10300000.0;0.0;07.06.2018;77;2.0349;7;
1635;2164;0.0;20900000.0;07.06.2018;77;2.0349;7;
1636;1866;0.0;36900000.0;07.06.2018;77;2.0349;7;
1637;839;76600000.0;0.0;07.06.2018;77;2.0349;7;
1638;171;42000000.0;0.0;07.06.2018;77;2.0349;7;
1639;170;0.0;54200000.0;07.06.2018;77;2.0349;7;
1640;243;14500000.0;0.0;07.06.2018;77;2.0349;7;
1641;1570;26000000.0;0.0;07.06.2018;77;2.0349;7;
1642;1566;5300000.0;0.0;07.06.2018;77;2.0349;7;
1643;1867;36900000.0;0.0;07.06.2018;77;2.0349;7;
1644;1752;20900000.0;0.0;07.06.2018;77;2.0349;7;
1645;1996;54300000.0;0.0;07.06.2018;77;2.0349;7;
1646;1625;6000000.0;0.0;07.06.2018;77;2.0349;7;
1647;1288;10000000.0;0.0;07.06.2018;77;2.0349;7;
1648;2157;0.0;14300000.0;07.06.2018;77;2.0349;7;
1649;1289;12400000.0;0.0;07.06.2018;77;2.0349;7;
1650;787;0.0;10200000.0;07.06.2018;77;2.0349;7;
1651;705;10000000.0;0.0;07.06.2018;77;2.0349;7;
1652;1392;61300000.0;0.0;07.06.2018;77;2.0349;7;
1653;2083;12400000.0;0.0;07.06.2018;77;2.0349;7;
1654;2165;30000000.0;0.0;07.06.2018;77;2.0349;7;
1655;34;0.0;67800000.0;07.06.2018;77;2.0349;7;
1656;44;0.0;103200000.0;07.06.2018;77;2.0349;7;
1657;1393;0.0;100000000.0;07.06.2018;77;2.0349;7;
1658;1391;0.0;27200000.0;07.06.2018;77;2.0349;7;
1659;2082;10300000.0;0.0;07.06.2018;77;2.0349;7;
1660;2081;10300000.0;0.0;07.06.2018;77;2.0349;7;
1661;1425;16600000.0;0.0;07.06.2018;77;2.0349;7;
1662;1427;54500000.0;0.0;07.06.2018;77;2.0349;7;
1663;151;60300000.0;0.0;07.06.2018;77;2.0349;7;
1664;1751;10400000.0;0.0;07.06.2018;77;2.0349;7;
1665;1464;0.0;43400000.0;07.06.2018;77;2.0349;7;
1666;912;0.0;75400000.0;07.06.2018;77;2.0349;7;
1667;911;10400000.0;0.0;07.06.2018;77;2.0349;7;
1668;121;10000000.0;0.0;07.06.2018;77;2.0349;7;
1669;476;6000000.0;0.0;07.06.2018;77;2.0349;7;
1670;475;10300000.0;0.0;07.06.2018;77;2.0349;7;
1671;1479;0.0;22531.93;18.05.2018;57;2.035;7;
1672;1480;0.0;31540.6;18.05.2018;57;2.04;7;
1673;1987;52800000.0;0.0;08.06.2018;78;2.0473;8;
1674;1986;0.0;102200000.0;08.06.2018;78;2.0473;8;
1675;1923;0.0;43500000.0;08.06.2018;78;2.0473;8;
1676;628;0.0;5500000.0;08.06.2018;78;2.0473;8;
1677;599;0.0;20700000.0;08.06.2018;78;2.0473;8;
1678;1449;0.0;12400000.0;08.06.2018;78;2.0473;8;
1679;1922;0.0;20700000.0;08.06.2018;78;2.0473;8;
1680;1997;54400000.0;0.0;08.06.2018;78;2.0473;8;
1681;1626;0.0;10300000.0;08.06.2018;78;2.0473;8;
1682;1611;0.0;10300000.0;08.06.2018;78;2.0473;8;
1683;216;21300000.0;0.0;08.06.2018;78;2.0473;8;
1684;217;11300000.0;0.0;08.06.2018;78;2.0473;8;
1685;840;0.0;11000000.0;08.06.2018;78;2.0473;8;
1686;629;51500000.0;0.0;08.06.2018;78;2.0473;8;
1687;172;0.0;11100000.0;08.06.2018;78;2.0473;8;
1688;773;20500000.0;0.0;08.06.2018;78;2.0473;8;
1689;1340;0.0;21300000.0;08.06.2018;78;2.0473;8;
1690;2158;12300000.0;0.0;08.06.2018;78;2.0473;8;
1691;1753;0.0;25100000.0;08.06.2018;78;2.0473;8;
1692;1510;0.0;20500000.0;08.06.2018;78;2.0473;8;
1693;1754;55100000.0;0.0;08.06.2018;78;2.0473;8;
1694;600;207100000.0;0.0;08.06.2018;78;2.0473;8;
1695;261;21900000.0;0.0;08.06.2018;78;2.0473;8;
1696;1567;0.0;104400000.0;08.06.2018;78;2.0473;8;
1697;913;108900000.0;0.0;08.06.2018;78;2.0473;8;
1698;1868;36500000.0;0.0;08.06.2018;78;2.0473;8;
1699;1002;0.0;20800000.0;08.06.2018;78;2.0473;8;
1700;1683;54900000.0;0.0;08.06.2018;78;2.0473;8;
1701;1394;0.0;39000000.0;08.06.2018;78;2.0473;8;
1702;2108;54400000.0;0.0;08.06.2018;78;2.0473;8;
1703;493;0.0;10300000.0;08.06.2018;78;2.0473;8;
1704;1395;0.0;100000000.0;08.06.2018;78;2.0473;8;
1705;534;21300000.0;0.0;08.06.2018;78;2.0473;8;
1706;1428;0.0;301500000.0;08.06.2018;78;2.0473;8;
1707;1433;0.0;14400000.0;08.06.2018;78;2.0473;8;
1708;122;0.0;10000000.0;08.06.2018;78;2.0473;8;
1709;459;14400000.0;0.0;08.06.2018;78;2.0473;8;
1710;519;0.0;103300000.0;08.06.2018;78;2.0473;8;
1711;512;0.0;1000000.0;08.06.2018;78;2.0473;8;
1712;492;0.0;11000000.0;08.06.2018;78;2.0473;8;
1713;45;0.0;103300000.0;08.06.2018;78;2.0473;8;
1714;2166;10000000.0;0.0;11.06.2018;81;2.0573;8;
1715;2167;10000000.0;0.0;11.06.2018;81;2.0573;8;
1716;393;10300000.0;0.0;11.06.2018;81;2.0573;8;
1717;430;3700000.0;0.0;11.06.2018;81;2.0573;8;
1718;520;0.0;108300000.0;11.06.2018;81;2.0573;8;
1719;2109;206200000.0;0.0;11.06.2018;81;2.0573;8;
1720;494;5500000.0;0.0;11.06.2018;81;2.0573;8;
1721;223;0.0;20000000.0;11.06.2018;81;2.0573;8;
1722;1569;0.0;10000000.0;11.06.2018;81;2.0573;8;
1723;1568;10000000.0;0.0;11.06.2018;81;2.0573;8;
1724;644;10300000.0;0.0;11.06.2018;81;2.0573;8;
1725;630;10300000.0;0.0;11.06.2018;81;2.0573;8;
1726;557;52800000.0;0.0;11.06.2018;81;2.0573;8;
1727;559;0.0;230000000.0;11.06.2018;81;2.0573;8;
1728;560;0.0;20600000.0;11.06.2018;81;2.0573;8;
1729;535;71000000.0;0.0;11.06.2018;81;2.0573;8;
1730;738;11000000.0;0.0;11.06.2018;81;2.0573;8;
1731;1954;10900000.0;0.0;11.06.2018;81;2.0573;8;
1732;123;0.0;50000000.0;11.06.2018;81;2.0573;8;
1733;1432;230000000.0;0.0;11.06.2018;81;2.0573;8;
1734;914;0.0;26900000.0;11.06.2018;81;2.0573;8;
1735;1756;0.0;10000000.0;11.06.2018;81;2.0573;8;
1736;789;0.0;230000000.0;11.06.2018;81;2.0573;8;
1737;2159;34000000.0;0.0;11.06.2018;81;2.0573;8;
1738;1158;0.0;30600000.0;11.06.2018;81;2.0573;8;
1739;788;0.0;102100000.0;11.06.2018;81;2.0573;8;
1740;1481;0.0;11219.09;23.05.2018;62;2.07;8;
1741;374;0.0;61900000.0;12.06.2018;82;2.0714;8;
1742;2084;0.0;16500000.0;11.06.2018;81;2.0714;8;
1743;460;30800000.0;0.0;11.06.2018;81;2.0714;8;
1744;394;10300000.0;0.0;11.06.2018;81;2.0714;8;
1745;395;0.0;10400000.0;12.06.2018;82;2.0714;8;
1746;2110;0.0;30900000.0;11.06.2018;81;2.0714;8;
1747;1633;0.0;5000000.0;11.06.2018;81;2.0714;8;
1748;521;103000000.0;0.0;11.06.2018;81;2.0714;8;
1749;513;27200000.0;0.0;11.06.2018;81;2.0714;8;
1750;495;20700000.0;0.0;11.06.2018;81;2.0714;8;
1751;496;10400000.0;0.0;12.06.2018;82;2.0714;8;
1752;477;12400000.0;0.0;11.06.2018;81;2.0714;8;
1753;478;10300000.0;0.0;11.06.2018;81;2.0714;8;
1754;396;0.0;10300000.0;12.06.2018;82;2.0714;8;
1755;432;10300000.0;0.0;11.06.2018;81;2.0714;8;
1756;1628;0.0;6000000.0;11.06.2018;81;2.0714;8;
1757;1627;0.0;16500000.0;11.06.2018;81;2.0714;8;
1758;1612;20600000.0;0.0;11.06.2018;81;2.0714;8;
1759;312;0.0;11000000.0;11.06.2018;81;2.0714;8;
1760;313;0.0;11000000.0;12.06.2018;82;2.0714;8;
1761;2066;20600000.0;0.0;11.06.2018;81;2.0714;8;
1762;275;28100000.0;0.0;11.06.2018;81;2.0714;8;
1763;262;3900000.0;0.0;11.06.2018;81;2.0714;8;
1764;252;31100000.0;0.0;11.06.2018;81;2.0714;8;
1765;244;0.0;50000000.0;12.06.2018;82;2.0714;8;
1766;562;54400000.0;0.0;11.06.2018;81;2.0714;8;
1767;1613;10300000.0;0.0;11.06.2018;81;2.0714;8;
1768;358;41000000.0;0.0;11.06.2018;81;2.0714;8;
1769;4;0.0;5000000.0;11.06.2018;81;2.0714;8;1.0
1770;2094;20800000.0;0.0;12.06.2018;82;2.0714;8;
1771;2168;0.0;104600000.0;11.06.2018;81;2.0714;8;
